

--- Inversion on [256, 128] grid with wTVReg and alpha=1.0 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
   .1	2.08e-02	1.24e-02			9.53e-01
  4.0	2.08e-02	1.24e-02	8.53e-03	9.53e-01	9448
   .1	2.03e-02	1.26e-02			9.45e-01
  5.0	2.03e-02	1.26e-02	8.53e-03	9.45e-01	9120
   .1	2.00e-02	1.27e-02			9.39e-01
  6.0	2.00e-02	1.27e-02	8.53e-03	9.39e-01	9027
   .1	1.98e-02	1.27e-02			9.34e-01
  7.0	1.98e-02	1.27e-02	8.53e-03	9.34e-01	9206
   .1	1.95e-02	1.28e-02			9.29e-01
  8.0	1.95e-02	1.28e-02	8.53e-03	9.29e-01	9118
   .1	1.94e-02	1.29e-02			9.25e-01
  9.0	1.94e-02	1.29e-02	8.53e-03	9.25e-01	9387
   .1	1.92e-02	1.29e-02			9.22e-01
 10.0	1.92e-02	1.29e-02	8.53e-03	9.22e-01	9619
   .1	1.91e-02	1.29e-02			9.19e-01
 11.0	1.91e-02	1.29e-02	8.53e-03	9.19e-01	9312
   .1	1.89e-02	1.30e-02			9.16e-01
 12.0	1.89e-02	1.30e-02	8.53e-03	9.16e-01	9305
   .1	1.88e-02	1.30e-02			9.13e-01
 13.0	1.88e-02	1.30e-02	8.53e-03	9.13e-01	8926
   .1	1.87e-02	1.30e-02			9.11e-01
 14.0	1.87e-02	1.30e-02	8.53e-03	9.11e-01	9392
   .1	1.86e-02	1.31e-02			9.09e-01
 15.0	1.86e-02	1.31e-02	8.53e-03	9.09e-01	9026
   .1	1.84e-02	1.31e-02			9.06e-01
 16.0	1.84e-02	1.31e-02	8.53e-03	9.06e-01	9640
   .1	1.83e-02	1.31e-02			9.03e-01
 17.0	1.83e-02	1.31e-02	8.53e-03	9.03e-01	8895
   .1	1.82e-02	1.32e-02			9.01e-01
 18.0	1.82e-02	1.32e-02	8.53e-03	9.01e-01	9132
   .1	1.81e-02	1.32e-02			8.98e-01
 19.0	1.81e-02	1.32e-02	8.53e-03	8.98e-01	9332
   .1	1.80e-02	1.32e-02			8.96e-01
 20.0	1.80e-02	1.32e-02	8.53e-03	8.96e-01	9474
   .1	1.79e-02	1.33e-02			8.94e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.01586818938181235 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.005298316906283708 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.79e-02	8.24e-03	5.30e-03	1.00e+00	9224
   .1	1.75e-02	8.38e-03			9.90e-01
  2.0	1.75e-02	8.38e-03	5.30e-03	9.90e-01	9811
   .1	1.72e-02	8.47e-03			9.83e-01
  3.0	1.72e-02	8.47e-03	5.30e-03	9.83e-01	9576
   .1	1.70e-02	8.55e-03			9.78e-01
  4.0	1.70e-02	8.55e-03	5.30e-03	9.78e-01	10262
   .1	1.69e-02	8.57e-03			9.76e-01
  5.0	1.69e-02	8.57e-03	5.30e-03	9.76e-01	10646
   .1	1.68e-02	8.61e-03			9.74e-01
  6.0	1.68e-02	8.61e-03	5.30e-03	9.74e-01	9918
   .1	1.67e-02	8.64e-03			9.72e-01
  7.0	1.67e-02	8.64e-03	5.30e-03	9.72e-01	9628
   .1	1.66e-02	8.68e-03			9.70e-01
  8.0	1.66e-02	8.68e-03	5.30e-03	9.70e-01	9759
   .1	1.65e-02	8.71e-03			9.68e-01
  9.0	1.65e-02	8.71e-03	5.30e-03	9.68e-01	9848
   .1	1.65e-02	8.74e-03			9.66e-01
 10.0	1.65e-02	8.74e-03	5.30e-03	9.66e-01	9972
   .1	1.64e-02	8.77e-03			9.64e-01
 11.0	1.64e-02	8.77e-03	5.30e-03	9.64e-01	9874
   .1	1.63e-02	8.79e-03			9.63e-01
 12.0	1.63e-02	8.79e-03	5.30e-03	9.63e-01	9847
   .1	1.63e-02	8.81e-03			9.62e-01
 13.0	1.63e-02	8.81e-03	5.30e-03	9.62e-01	10073
   .1	1.63e-02	8.83e-03			9.61e-01
 14.0	1.63e-02	8.83e-03	5.30e-03	9.61e-01	10103
   .1	1.62e-02	8.85e-03			9.61e-01
 15.0	1.62e-02	8.85e-03	5.30e-03	9.61e-01	9855
   .1	1.62e-02	8.87e-03			9.61e-01
 16.0	1.62e-02	8.87e-03	5.30e-03	9.61e-01	9652
   .1	1.62e-02	8.88e-03			9.60e-01
 17.0	1.62e-02	8.88e-03	5.30e-03	9.60e-01	9707
   .1	1.62e-02	8.89e-03			9.60e-01
 18.0	1.62e-02	8.89e-03	5.30e-03	9.60e-01	9593
   .1	1.62e-02	8.90e-03			9.60e-01
 19.0	1.62e-02	8.90e-03	5.30e-03	9.60e-01	9305
   .1	1.61e-02	8.90e-03			9.60e-01
 20.0	1.61e-02	8.90e-03	5.30e-03	9.60e-01	9819
   .1	1.61e-02	8.91e-03			9.60e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.007357469455844867 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.0032903445623126675 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.61e-02	5.53e-03	3.29e-03	1.00e+00	9160
   .1	1.60e-02	5.60e-03			9.97e-01
  2.0	1.60e-02	5.60e-03	3.29e-03	9.97e-01	10116
   .1	1.59e-02	5.65e-03			9.96e-01
  3.0	1.59e-02	5.65e-03	3.29e-03	9.96e-01	10320
   .1	1.59e-02	5.68e-03			9.96e-01
  4.0	1.59e-02	5.68e-03	3.29e-03	9.96e-01	10416
   .1	1.59e-02	5.71e-03			9.95e-01
  5.0	1.59e-02	5.71e-03	3.29e-03	9.95e-01	10260
   .1	1.58e-02	5.73e-03			9.94e-01
  6.0	1.58e-02	5.73e-03	3.29e-03	9.94e-01	10375
   .1	1.58e-02	5.75e-03			9.93e-01
  7.0	1.58e-02	5.75e-03	3.29e-03	9.93e-01	10662
   .1	1.57e-02	5.79e-03			9.91e-01
  8.0	1.57e-02	5.79e-03	3.29e-03	9.91e-01	11060
   .1	1.56e-02	5.82e-03			9.88e-01
  9.0	1.56e-02	5.82e-03	3.29e-03	9.88e-01	10406
   .1	1.55e-02	5.86e-03			9.86e-01
 10.0	1.55e-02	5.86e-03	3.29e-03	9.86e-01	10873
   .1	1.54e-02	5.89e-03			9.83e-01
 11.0	1.54e-02	5.89e-03	3.29e-03	9.83e-01	11060
   .1	1.53e-02	5.93e-03			9.80e-01
 12.0	1.53e-02	5.93e-03	3.29e-03	9.80e-01	11648
   .1	1.52e-02	5.97e-03			9.77e-01
 13.0	1.52e-02	5.97e-03	3.29e-03	9.77e-01	10976
   .1	1.51e-02	6.01e-03			9.75e-01
 14.0	1.51e-02	6.01e-03	3.29e-03	9.75e-01	10991
   .1	1.50e-02	6.04e-03			9.72e-01
 15.0	1.50e-02	6.04e-03	3.29e-03	9.72e-01	10989
   .1	1.49e-02	6.06e-03			9.70e-01
 16.0	1.49e-02	6.06e-03	3.29e-03	9.70e-01	11319
   .1	1.49e-02	6.08e-03			9.68e-01
 17.0	1.49e-02	6.08e-03	3.29e-03	9.68e-01	11333
   .1	1.49e-02	6.09e-03			9.67e-01
 18.0	1.49e-02	6.09e-03	3.29e-03	9.67e-01	11358
   .1	1.48e-02	6.11e-03			9.65e-01
 19.0	1.48e-02	6.11e-03	3.29e-03	9.65e-01	11202
   .1	1.48e-02	6.12e-03			9.63e-01
 20.0	1.48e-02	6.12e-03	3.29e-03	9.63e-01	11315
   .1	1.47e-02	6.14e-03			9.62e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.019610691197626262 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.0020433597178569417 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.47e-02	3.81e-03	2.04e-03	1.00e+00	11440
   .1	1.45e-02	3.88e-03			9.95e-01
  2.0	1.45e-02	3.88e-03	2.04e-03	9.95e-01	9762
   .1	1.43e-02	3.98e-03			9.89e-01
  3.0	1.43e-02	3.98e-03	2.04e-03	9.89e-01	14822
   .1	1.42e-02	4.04e-03			9.84e-01
  4.0	1.42e-02	4.04e-03	2.04e-03	9.84e-01	13885
   .1	1.41e-02	4.10e-03			9.80e-01
  5.0	1.41e-02	4.10e-03	2.04e-03	9.80e-01	12424
   .1	1.39e-02	4.14e-03			9.77e-01
  6.0	1.39e-02	4.14e-03	2.04e-03	9.77e-01	12188
   .1	1.38e-02	4.19e-03			9.73e-01
  7.0	1.38e-02	4.19e-03	2.04e-03	9.73e-01	12453
   .1	1.37e-02	4.23e-03			9.69e-01
  8.0	1.37e-02	4.23e-03	2.04e-03	9.69e-01	12505
   .1	1.36e-02	4.26e-03			9.67e-01
  9.0	1.36e-02	4.26e-03	2.04e-03	9.67e-01	12385
   .1	1.36e-02	4.28e-03			9.65e-01
 10.0	1.36e-02	4.28e-03	2.04e-03	9.65e-01	12617
   .1	1.35e-02	4.31e-03			9.63e-01
 11.0	1.35e-02	4.31e-03	2.04e-03	9.63e-01	12671
   .1	1.35e-02	4.33e-03			9.62e-01
 12.0	1.35e-02	4.33e-03	2.04e-03	9.62e-01	12602
   .1	1.34e-02	4.35e-03			9.61e-01
 13.0	1.34e-02	4.35e-03	2.04e-03	9.61e-01	12476
   .1	1.34e-02	4.36e-03			9.60e-01
 14.0	1.34e-02	4.36e-03	2.04e-03	9.60e-01	13008
   .1	1.34e-02	4.38e-03			9.59e-01
 15.0	1.34e-02	4.38e-03	2.04e-03	9.59e-01	12927
   .1	1.34e-02	4.39e-03			9.59e-01
 16.0	1.34e-02	4.39e-03	2.04e-03	9.59e-01	12518
   .1	1.33e-02	4.40e-03			9.58e-01
 17.0	1.33e-02	4.40e-03	2.04e-03	9.58e-01	12664
   .1	1.33e-02	4.40e-03			9.58e-01
 18.0	1.33e-02	4.40e-03	2.04e-03	9.58e-01	12764
   .1	1.33e-02	4.41e-03			9.58e-01
 19.0	1.33e-02	4.41e-03	2.04e-03	9.58e-01	12702
   .1	1.33e-02	4.41e-03			9.57e-01
 20.0	1.33e-02	4.41e-03	2.04e-03	9.57e-01	12981
   .1	1.33e-02	4.42e-03			9.57e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.005312156785604427 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.0012689610031679222 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.33e-02	2.74e-03	1.27e-03	1.00e+00	12469
   .1	1.32e-02	2.78e-03			9.98e-01
  2.0	1.32e-02	2.78e-03	1.27e-03	9.98e-01	11475
   .1	1.32e-02	2.82e-03			9.97e-01
  3.0	1.32e-02	2.82e-03	1.27e-03	9.97e-01	15879
   .1	1.31e-02	2.85e-03			9.96e-01
  4.0	1.31e-02	2.85e-03	1.27e-03	9.96e-01	15397
   .1	1.31e-02	2.89e-03			9.95e-01
  5.0	1.31e-02	2.89e-03	1.27e-03	9.95e-01	14677
   .1	1.30e-02	2.92e-03			9.93e-01
  6.0	1.30e-02	2.92e-03	1.27e-03	9.93e-01	15280
   .1	1.30e-02	2.95e-03			9.91e-01
  7.0	1.30e-02	2.95e-03	1.27e-03	9.91e-01	15585
   .1	1.29e-02	2.97e-03			9.90e-01
  8.0	1.29e-02	2.97e-03	1.27e-03	9.90e-01	15581
   .1	1.29e-02	2.99e-03			9.90e-01
  9.0	1.29e-02	2.99e-03	1.27e-03	9.90e-01	15094
   .1	1.29e-02	3.01e-03			9.89e-01
 10.0	1.29e-02	3.01e-03	1.27e-03	9.89e-01	15779
   .1	1.28e-02	3.02e-03			9.88e-01
 11.0	1.28e-02	3.02e-03	1.27e-03	9.88e-01	15989
   .1	1.28e-02	3.03e-03			9.88e-01
 12.0	1.28e-02	3.03e-03	1.27e-03	9.88e-01	15865
   .1	1.28e-02	3.05e-03			9.87e-01
 13.0	1.28e-02	3.05e-03	1.27e-03	9.87e-01	16105
   .1	1.28e-02	3.06e-03			9.86e-01
 14.0	1.28e-02	3.06e-03	1.27e-03	9.86e-01	16510
   .1	1.28e-02	3.07e-03			9.86e-01
 15.0	1.28e-02	3.07e-03	1.27e-03	9.86e-01	16356
   .1	1.27e-02	3.08e-03			9.86e-01
 16.0	1.27e-02	3.08e-03	1.27e-03	9.86e-01	15895
   .1	1.27e-02	3.09e-03			9.85e-01
 17.0	1.27e-02	3.09e-03	1.27e-03	9.85e-01	15718
   .1	1.27e-02	3.10e-03			9.85e-01
 18.0	1.27e-02	3.10e-03	1.27e-03	9.85e-01	15733
   .1	1.27e-02	3.10e-03			9.84e-01
 19.0	1.27e-02	3.10e-03	1.27e-03	9.84e-01	15934
   .1	1.27e-02	3.11e-03			9.84e-01
 20.0	1.27e-02	3.11e-03	1.27e-03	9.84e-01	15958
   .1	1.27e-02	3.12e-03			9.84e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.012897961026339888 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.0007880462815669912 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.27e-02	1.94e-03	7.88e-04	1.00e+00	16083
   .1	1.26e-02	1.98e-03			9.98e-01
  2.0	1.26e-02	1.98e-03	7.88e-04	9.98e-01	15300
   .1	1.25e-02	2.03e-03			9.95e-01
  3.0	1.25e-02	2.03e-03	7.88e-04	9.95e-01	19200
   .1	1.24e-02	2.08e-03			9.93e-01
  4.0	1.24e-02	2.08e-03	7.88e-04	9.93e-01	19031
   .1	1.24e-02	2.11e-03			9.91e-01
  5.0	1.24e-02	2.11e-03	7.88e-04	9.91e-01	18865
   .1	1.23e-02	2.15e-03			9.89e-01
  6.0	1.23e-02	2.15e-03	7.88e-04	9.89e-01	18983
   .1	1.23e-02	2.17e-03			9.88e-01
  7.0	1.23e-02	2.17e-03	7.88e-04	9.88e-01	19253
   .1	1.22e-02	2.20e-03			9.87e-01
  8.0	1.22e-02	2.20e-03	7.88e-04	9.87e-01	18268
   .1	1.22e-02	2.22e-03			9.86e-01
  9.0	1.22e-02	2.22e-03	7.88e-04	9.86e-01	19132
   .1	1.21e-02	2.24e-03			9.85e-01
 10.0	1.21e-02	2.24e-03	7.88e-04	9.85e-01	18990
   .1	1.21e-02	2.25e-03			9.84e-01
 11.0	1.21e-02	2.25e-03	7.88e-04	9.84e-01	19084
   .1	1.21e-02	2.27e-03			9.83e-01
 12.0	1.21e-02	2.27e-03	7.88e-04	9.83e-01	18334
   .1	1.21e-02	2.28e-03			9.83e-01
 13.0	1.21e-02	2.28e-03	7.88e-04	9.83e-01	19413
   .1	1.21e-02	2.29e-03			9.82e-01
 14.0	1.21e-02	2.29e-03	7.88e-04	9.82e-01	18973
   .1	1.20e-02	2.30e-03			9.82e-01
 15.0	1.20e-02	2.30e-03	7.88e-04	9.82e-01	18444
   .1	1.20e-02	2.31e-03			9.81e-01
 16.0	1.20e-02	2.31e-03	7.88e-04	9.81e-01	19325
   .1	1.20e-02	2.32e-03			9.81e-01
 17.0	1.20e-02	2.32e-03	7.88e-04	9.81e-01	19653
   .1	1.20e-02	2.33e-03			9.80e-01
 18.0	1.20e-02	2.33e-03	7.88e-04	9.80e-01	18464
   .1	1.20e-02	2.34e-03			9.80e-01
 19.0	1.20e-02	2.34e-03	7.88e-04	9.80e-01	18298
   .1	1.20e-02	2.35e-03			9.79e-01
 20.0	1.20e-02	2.35e-03	7.88e-04	9.79e-01	19152
   .1	1.19e-02	2.35e-03			9.79e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.03859779808370084 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.0004893900918477494 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.19e-02	1.46e-03	4.89e-04	1.00e+00	19132
   .1	1.19e-02	1.50e-03			9.98e-01
  2.0	1.19e-02	1.50e-03	4.89e-04	9.98e-01	18412
   .1	1.18e-02	1.53e-03			9.97e-01
  3.0	1.18e-02	1.53e-03	4.89e-04	9.97e-01	21747
   .1	1.18e-02	1.58e-03			9.94e-01
  4.0	1.18e-02	1.58e-03	4.89e-04	9.94e-01	22345
   .1	1.17e-02	1.62e-03			9.92e-01
  5.0	1.17e-02	1.62e-03	4.89e-04	9.92e-01	21355
   .1	1.16e-02	1.67e-03			9.89e-01
  6.0	1.16e-02	1.67e-03	4.89e-04	9.89e-01	22975
   .1	1.15e-02	1.70e-03			9.87e-01
  7.0	1.15e-02	1.70e-03	4.89e-04	9.87e-01	22865
   .1	1.15e-02	1.72e-03			9.85e-01
  8.0	1.15e-02	1.72e-03	4.89e-04	9.85e-01	22170
   .1	1.14e-02	1.76e-03			9.84e-01
  9.0	1.14e-02	1.76e-03	4.89e-04	9.84e-01	22860
   .1	1.14e-02	1.77e-03			9.83e-01
 10.0	1.14e-02	1.77e-03	4.89e-04	9.83e-01	22096
   .1	1.14e-02	1.79e-03			9.82e-01
 11.0	1.14e-02	1.79e-03	4.89e-04	9.82e-01	22757
   .1	1.13e-02	1.81e-03			9.81e-01
 12.0	1.13e-02	1.81e-03	4.89e-04	9.81e-01	22223
   .1	1.13e-02	1.82e-03			9.80e-01
 13.0	1.13e-02	1.82e-03	4.89e-04	9.80e-01	23124
   .1	1.13e-02	1.84e-03			9.79e-01
 14.0	1.13e-02	1.84e-03	4.89e-04	9.79e-01	21216
   .1	1.12e-02	1.87e-03			9.79e-01
 15.0	1.12e-02	1.87e-03	4.89e-04	9.79e-01	23847
   .1	1.12e-02	1.88e-03			9.78e-01
 16.0	1.12e-02	1.88e-03	4.89e-04	9.78e-01	23904
   .1	1.12e-02	1.89e-03			9.78e-01
 17.0	1.12e-02	1.89e-03	4.89e-04	9.78e-01	23027
   .1	1.12e-02	1.91e-03			9.77e-01
 18.0	1.12e-02	1.91e-03	4.89e-04	9.77e-01	23833
   .1	1.12e-02	1.92e-03			9.77e-01
 19.0	1.12e-02	1.92e-03	4.89e-04	9.77e-01	23033
   .1	1.12e-02	1.93e-03			9.76e-01
 20.0	1.12e-02	1.93e-03	4.89e-04	9.76e-01	23590
   .1	1.11e-02	1.94e-03			9.76e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.10000000000000003 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.0003039195382313198 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.11e-02	1.21e-03	3.04e-04	1.00e+00	22501
   .1	1.11e-02	1.24e-03			9.98e-01
  2.0	1.11e-02	1.24e-03	3.04e-04	9.98e-01	23079
   .1	1.10e-02	1.26e-03			9.97e-01
  3.0	1.10e-02	1.26e-03	3.04e-04	9.97e-01	24123
   .1	1.10e-02	1.28e-03			9.96e-01
  4.0	1.10e-02	1.28e-03	3.04e-04	9.96e-01	24107
   .1	1.10e-02	1.30e-03			9.95e-01
  5.0	1.10e-02	1.30e-03	3.04e-04	9.95e-01	23941
   .1	1.10e-02	1.31e-03			9.94e-01
  6.0	1.10e-02	1.31e-03	3.04e-04	9.94e-01	24035
   .1	1.09e-02	1.32e-03			9.94e-01
  7.0	1.09e-02	1.32e-03	3.04e-04	9.94e-01	23591
   .1	1.09e-02	1.33e-03			9.93e-01
  8.0	1.09e-02	1.33e-03	3.04e-04	9.93e-01	24511
   .1	1.09e-02	1.35e-03			9.92e-01
  9.0	1.09e-02	1.35e-03	3.04e-04	9.92e-01	23807
   .1	1.09e-02	1.37e-03			9.91e-01
 10.0	1.09e-02	1.37e-03	3.04e-04	9.91e-01	25306
   .1	1.08e-02	1.39e-03			9.90e-01
 11.0	1.08e-02	1.39e-03	3.04e-04	9.90e-01	24628
   .1	1.08e-02	1.42e-03			9.89e-01
 12.0	1.08e-02	1.42e-03	3.04e-04	9.89e-01	24922
   .1	1.07e-02	1.45e-03			9.88e-01
 13.0	1.07e-02	1.45e-03	3.04e-04	9.88e-01	25181
   .1	1.07e-02	1.47e-03			9.87e-01
 14.0	1.07e-02	1.47e-03	3.04e-04	9.87e-01	25403
   .1	1.07e-02	1.47e-03			9.87e-01
 15.0	1.07e-02	1.47e-03	3.04e-04	9.87e-01	24454
   .1	1.07e-02	1.48e-03			9.87e-01
 16.0	1.07e-02	1.48e-03	3.04e-04	9.87e-01	25631
   .1	1.07e-02	1.48e-03			9.87e-01
 17.0	1.07e-02	1.48e-03	3.04e-04	9.87e-01	25035
   .1	1.07e-02	1.49e-03			9.86e-01
 18.0	1.07e-02	1.49e-03	3.04e-04	9.86e-01	25349
   .1	1.07e-02	1.49e-03			9.86e-01
 19.0	1.07e-02	1.49e-03	3.04e-04	9.86e-01	24514
   .1	1.07e-02	1.50e-03			9.86e-01
 20.0	1.07e-02	1.50e-03	3.04e-04	9.86e-01	25325
   .1	1.07e-02	1.50e-03			9.86e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.019193166640452786 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.00018873918221350977 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.07e-02	9.30e-04	1.89e-04	1.00e+00	24970
   .1	1.06e-02	9.52e-04			9.99e-01
  2.0	1.06e-02	9.52e-04	1.89e-04	9.99e-01	25569
   .1	1.06e-02	9.64e-04			9.98e-01
  3.0	1.06e-02	9.64e-04	1.89e-04	9.98e-01	24428
   .1	1.06e-02	9.79e-04			9.98e-01
  4.0	1.06e-02	9.79e-04	1.89e-04	9.98e-01	26629
   .1	1.06e-02	9.88e-04			9.97e-01
  5.0	1.06e-02	9.88e-04	1.89e-04	9.97e-01	26236
   .1	1.06e-02	9.94e-04			9.97e-01
  6.0	1.06e-02	9.94e-04	1.89e-04	9.97e-01	26614
   .1	1.06e-02	1.00e-03			9.96e-01
  7.0	1.06e-02	1.00e-03	1.89e-04	9.96e-01	26251
   .1	1.05e-02	1.01e-03			9.96e-01
  8.0	1.05e-02	1.01e-03	1.89e-04	9.96e-01	26433
   .1	1.05e-02	1.01e-03			9.96e-01
  9.0	1.05e-02	1.01e-03	1.89e-04	9.96e-01	26354
   .1	1.05e-02	1.02e-03			9.96e-01
 10.0	1.05e-02	1.02e-03	1.89e-04	9.96e-01	26497
   .1	1.05e-02	1.02e-03			9.95e-01
 11.0	1.05e-02	1.02e-03	1.89e-04	9.95e-01	26292
   .1	1.05e-02	1.03e-03			9.95e-01
 12.0	1.05e-02	1.03e-03	1.89e-04	9.95e-01	26378
   .1	1.05e-02	1.03e-03			9.95e-01
 13.0	1.05e-02	1.03e-03	1.89e-04	9.95e-01	26412
   .1	1.05e-02	1.04e-03			9.94e-01
 14.0	1.05e-02	1.04e-03	1.89e-04	9.94e-01	26510
   .1	1.05e-02	1.04e-03			9.94e-01
 15.0	1.05e-02	1.04e-03	1.89e-04	9.94e-01	26272
   .1	1.05e-02	1.05e-03			9.94e-01
 16.0	1.05e-02	1.05e-03	1.89e-04	9.94e-01	26490
   .1	1.05e-02	1.05e-03			9.94e-01
 17.0	1.05e-02	1.05e-03	1.89e-04	9.94e-01	26420
   .1	1.05e-02	1.05e-03			9.93e-01
 18.0	1.05e-02	1.05e-03	1.89e-04	9.93e-01	26467
   .1	1.05e-02	1.06e-03			9.93e-01
 19.0	1.05e-02	1.06e-03	1.89e-04	9.93e-01	26550
   .1	1.05e-02	1.06e-03			9.93e-01
 20.0	1.05e-02	1.06e-03	1.89e-04	9.93e-01	26485
   .1	1.04e-02	1.07e-03			9.93e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.07595598227350453 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=0.00011721022975334806 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.04e-02	6.62e-04	1.17e-04	1.00e+00	26647
   .1	1.04e-02	6.72e-04			9.99e-01
  2.0	1.04e-02	6.72e-04	1.17e-04	9.99e-01	26817
   .1	1.04e-02	6.77e-04			9.99e-01
  3.0	1.04e-02	6.77e-04	1.17e-04	9.99e-01	26993
   .1	1.04e-02	6.82e-04			9.98e-01
  4.0	1.04e-02	6.82e-04	1.17e-04	9.98e-01	27076
   .1	1.04e-02	6.86e-04			9.98e-01
  5.0	1.04e-02	6.86e-04	1.17e-04	9.98e-01	27167
   .1	1.04e-02	6.90e-04			9.98e-01
  6.0	1.04e-02	6.90e-04	1.17e-04	9.98e-01	27223
   .1	1.04e-02	6.95e-04			9.97e-01
  7.0	1.04e-02	6.95e-04	1.17e-04	9.97e-01	27324
   .1	1.04e-02	6.99e-04			9.97e-01
  8.0	1.04e-02	6.99e-04	1.17e-04	9.97e-01	27377
   .1	1.04e-02	7.04e-04			9.97e-01
  9.0	1.04e-02	7.04e-04	1.17e-04	9.97e-01	27467
   .1	1.04e-02	7.06e-04			9.96e-01
 10.0	1.04e-02	7.06e-04	1.17e-04	9.96e-01	27205
   .1	1.04e-02	7.11e-04			9.96e-01
 11.0	1.04e-02	7.11e-04	1.17e-04	9.96e-01	27694
   .1	1.04e-02	7.13e-04			9.96e-01
 12.0	1.04e-02	7.13e-04	1.17e-04	9.96e-01	27397
   .1	1.03e-02	7.16e-04			9.96e-01
 13.0	1.03e-02	7.16e-04	1.17e-04	9.96e-01	27657
   .1	1.03e-02	7.18e-04			9.96e-01
 14.0	1.03e-02	7.18e-04	1.17e-04	9.96e-01	27329
   .1	1.03e-02	7.20e-04			9.96e-01
 15.0	1.03e-02	7.20e-04	1.17e-04	9.96e-01	27816
   .1	1.03e-02	7.22e-04			9.96e-01
 16.0	1.03e-02	7.22e-04	1.17e-04	9.96e-01	27580
   .1	1.03e-02	7.25e-04			9.95e-01
 17.0	1.03e-02	7.25e-04	1.17e-04	9.95e-01	27723
   .1	1.03e-02	7.27e-04			9.95e-01
 18.0	1.03e-02	7.27e-04	1.17e-04	9.95e-01	27496
   .1	1.03e-02	7.29e-04			9.95e-01
 19.0	1.03e-02	7.29e-04	1.17e-04	9.95e-01	27831
   .1	1.03e-02	7.32e-04			9.95e-01
 20.0	1.03e-02	7.32e-04	1.17e-04	9.95e-01	27632
   .1	1.03e-02	7.34e-04			9.95e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=7.278953843983146e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.03e-02	4.56e-04	7.28e-05	1.00e+00	27771
   .1	1.03e-02	4.60e-04			1.00e+00
  2.0	1.03e-02	4.60e-04	7.28e-05	1.00e+00	26915
   .1	1.03e-02	4.62e-04			9.99e-01
  3.0	1.03e-02	4.62e-04	7.28e-05	9.99e-01	27290
   .1	1.03e-02	4.65e-04			9.99e-01
  4.0	1.03e-02	4.65e-04	7.28e-05	9.99e-01	27428
   .1	1.03e-02	4.68e-04			9.99e-01
  5.0	1.03e-02	4.68e-04	7.28e-05	9.99e-01	27625
   .1	1.03e-02	4.70e-04			9.99e-01
  6.0	1.03e-02	4.70e-04	7.28e-05	9.99e-01	27700
   .1	1.03e-02	4.74e-04			9.98e-01
  7.0	1.03e-02	4.74e-04	7.28e-05	9.98e-01	28014
   .1	1.03e-02	4.77e-04			9.98e-01
  8.0	1.03e-02	4.77e-04	7.28e-05	9.98e-01	27916
   .1	1.03e-02	4.80e-04			9.97e-01
  9.0	1.03e-02	4.80e-04	7.28e-05	9.97e-01	28213
   .1	1.03e-02	4.83e-04			9.97e-01
 10.0	1.03e-02	4.83e-04	7.28e-05	9.97e-01	28242
   .1	1.03e-02	4.87e-04			9.97e-01
 11.0	1.03e-02	4.87e-04	7.28e-05	9.97e-01	27770
   .1	1.02e-02	4.89e-04			9.96e-01
 12.0	1.02e-02	4.89e-04	7.28e-05	9.96e-01	28266
